original_language,original_title,release_date,,runtime,runtime,tagline,vote_average,price;
en,Elvis and Anabelle,10/03/2007,,106,106,The awakening of love.,7.1,6.99;
en,Home Before Dark,16/11/1958,,136,136,A pretty girl and the stunning shock that marriage brings her!,8,7.99;
en,Let No Man Write My Epitaph,10/11/1960,,105,105,Ripped Raw and Roaring from Real Life!,10,9.99;
en,Ragamuffin,09/01/2014,,137,137,His life was a whirlwind. His music was honest. His faith was reckless.,7.2,6.99;
en,Trailer Park Boys: Live at the North Pole,15/11/2014,,88,88,Santa Fights Dirty,7.6,7.99;
en,Cowspiracy: The Sustainability Secret,01/07/2014,,85,85,There is one single industry destroying the planet more than any other. But no one wants to talk about it...,7.9,7.99;
"en,""Mayday at 40,000 Feet!"",12/11/1976,,100,100,A crippled plane. A crazed convict...,8,7.99";
en,Wanderers,11/10/2014,,4,4,A short film by Erik Wernquist,7.4,6.99;
en,Eight Iron Men,01/12/1952,,80,80,They've got a single dream ... and she's terrific !,8.5,7.99;
en,The Hobbit: The Battle of the Five Armies,10/12/2014,,144,144,Witness the defining chapter of the Middle-Earth saga,7.1,6.99;
en,Selma,25/12/2014,,127,127,One dream can change the world.,7.4,6.99;
en,Unbroken,25/12/2014,,137,137,Survival. Resilience. Redemption.,7.3,6.99;
en,The Good Lie,09/09/2014,,110,110,Miracles are made by people who refuse to stop believing.,7.3,6.99;
"en,McLibel,20/05/2005,,85,85,""The Postman and Gardener Who Took on McDonald's, and Won."",7.8,7.99";
"en,Marvellous,19/02/2015,,90,90,""I always wanted to be happy, so I decided to be."",7.3,6.99";
en,Mommy,22/05/2014,,138,138,#VALUE!,8.2,7.99;
"en,Neighbours,01/01/1952,,8,8,""Love your neighbor, meaning, to treat others as you would have them treat you."",7.8,7.99";
en,Kingsman: The Secret Service,29/01/2015,,130,130,Manners maketh man.,7.6,7.99;
en,The Punisher: Dirty Laundry,16/07/2012,,10,10,What's the difference between justice and punishment?,7.3,6.99;
en,The Walking Stick,05/06/1970,,96,96,Some women will do anything a man asks...,10,9.99;
en,Danza macabra,27/02/1964,,87,87,The living and the dead change places in an orgy of terror!,7.5,7.99;
en,Get Crazy,05/08/1983,,92,92,It was the greatest rock event ever . . . until the place EXPLODED!,8.4,7.99;
en,Rocks in my Pockets,21/08/2014,,88,88,A crazy quest for sanity,9.4,8.99;
en,George Lopez: America's Mexican,24/02/2007,,65,65,Star. Spanglish. Banter.,10,9.99;
en,Partysaurus Rex,14/09/2012,,7,7,An Electro Sudsy Good Time!,7.4,6.99;
en,The Biggest Bundle of Them All,17/01/1968,,108,108,This is the world's sexiest robbery!,9.5,9.99;
en,Robin Williams: Weapons of Self Destruction,06/12/2009,,90,90,Stand Up,7.5,7.99;
en,The War at Home,01/01/1979,,0,0,It started in Vietnam...and exploded in the streets of America.,8,7.99;
en,Busting,27/02/1974,,92,92,What this film exposes about undercover vice cops can't be seen on your television set.,7.7,7.99;
en,Poolside,01/01/2012,,15,15,a summertime noir,9,8.99;
"en,Tropico,05/12/2013,,27,27,""A TALE OF REDEMPTION TOLD TO THE MUSIC OF BODY ELECTRIC, GODS AND MONSTERS & BEL AIR."",8.4,7.99";
en,Korengal,30/05/2014,,84,84,This is what war feels like,7.1,6.99;
en,A Matter of Time,07/10/1976,,97,97,The adventure of discovering the joy of being a woman.,8,7.99;
en,McCullin,26/04/2012,,89,89,Seeing and looking at what others cannot bear to see is what my life is all about,7.5,7.99;
en,Red Army,13/08/2014,,76,76,Cold War On Ice,7.3,6.99;
en,Carry On Cabby,01/06/1963,,91,91,They're here again in Carry on Taxi,7.1,6.99;
"en,Katt Williams: Priceless: Afterlife,16/08/2014,,58,58,""Everybody has a price, because if you didn't you'd be... Priceless."",10,9.99";
"en,The Old Maid,02/09/1939,,95,95,""Vividly, unforgettably, a woman's love starved soul is revealed. All those strange secrets she locks in her heart ... moments of rapture and of heartbreak ... longings that no man can fathom. Of these has the year's finest picture been woven!"",7.8,7.99";
en,Too Tough to Die: A Tribute to Johnny Ramone,26/04/2006,,76,76,A punk legend...,7.3,6.99;
en,Night Court,04/06/1932,,92,92,Its Frankness Will Thrill You---Its Truth Hold You Breathless---,8,7.99;
"en,The Littlest Angel,07/11/2011,,84,84,""Recently arrived in heaven, 5-year-old """"Littlest Angel"""" wants to return to Earth in order to retrieve his treasure box and earn his wings."",8.5,7.99";
en,The Sky Dragon,27/04/1949,,64,64,Death rides the clouds,8.5,7.99;
en,The Amazing Dr. Clitterhouse,30/07/1938,,87,87,... a thunderbolt of thrills and intrigue!,7.4,6.99;
en,The Captain Hates the Sea,02/11/1934,,93,93,THE PERFECT CAST - THE PERFECT PICTURE,9,8.99;
"en,Miracle in the Rain,31/03/1956,,108,108,""You will see a picture of very, very special greatness."",8.5,7.99";
en,Mad Max: Fury Road,13/05/2015,,120,120,What a Lovely Day.,7.3,6.99;
en,Star Wars: The Force Awakens,15/12/2015,,136,136,Every generation has a story.,7.5,7.99;
en,Avengers: Age of Ultron,22/04/2015,,141,141,A New Age Has Come.,7.3,6.99;
en,Deadpool,09/02/2016,,108,108,Witness the beginning of a happy ending,7.4,6.99;
en,Guardians of the Galaxy Vol. 2,19/04/2017,,137,137,Obviously.,7.6,7.99;
en,Captain America: Civil War,27/04/2016,,147,147,Divided We Fall,7.1,6.99;
en,Doctor Strange,25/10/2016,,115,115,Open your mind. Change your reality.,7.1,6.99;
en,Man Made Monster,28/03/1941,,59,59,The most amazing monster the world has ever known.,7.8,7.99;
en,The Golden Age of Comedy,26/12/1957,,79,79,Any age is the golden age for...,8,7.99;
en,The Geisha Boy,02/11/1958,,98,98,MORE THAN GREAT COMEDY HERE'S GREAT ENTERTAINMENT,7.1,6.99;
en,Taken,02/12/2002,,877,877,Some secrets we keep. Some are kept from us,7.4,6.99;
en,Payment on Demand,03/02/1951,,90,90,He Strayed... and He Paid.  She saw to that!,7.1,6.99;
en,Nas: Time Is Illmatic,04/04/2014,,74,74,The journey. The music. The legacy.,7.1,6.99;
"en,The Twilight of the Golds,22/03/1996,,92,92,""Ten fingers, ten toes... and gay. Do you still want him?"",7.8,7.99";
en,I Love Melvin,20/03/1953,,77,77,Songs! Dances! Joy! as a boy promises to get his girl's picture on a LOOK magazine cover!,7.3,6.99;
en,Vito,14/10/2011,,93,93,Every revolution needs a voice,8,7.99;
en,Kid Blue,31/01/1973,,100,100,A funny thing happened to Kid Blue on the way to the robbery.,7.3,6.99;
"en,Snow in August,12/08/2001,,104,104,""In a world filled with hatred, their only hope was magic. Believe and anything can happen."",7.6,7.99";
en,The Admirable Crichton,16/12/1957,,94,94,The Hilarious Story of What the Girls Saw in the Butler...,7.1,6.99;
en,Spike of Bensonhurst,11/11/1988,,100,100,One kid's fight for the respect of the neighborhood.,9,8.99;
en,Whoever Slew Auntie Roo?,31/10/1971,,91,91,She's Taking A STAB At Motherhood!,7.1,6.99;
en,Suspect,01/01/1960,,81,81,Humanity or Total Destruction...,7.2,6.99;
en,I Was Monty's Double,21/10/1958,,101,101,The Gigantic Hoax of World War II,8,7.99;
en,How Sweet It Is!,21/08/1968,,99,99,The motion picture that shows how far some people will go to discover How Sweet It Is!,8.2,7.99;
en,My Reputation,26/01/1946,,94,94,Of all the dramatic triumphs from Warners this one is the greatest!,7.4,6.99;
en,There's Always A Woman,20/04/1938,,81,81,WATCH PUBLIC GOLD DIGGER NO. 1 ROUGH UP THE SCREEN'S SMOOTHEST LOVER!,7.3,6.99;
en,Marathon Boy,01/01/2010,,98,98,Running for his life,7.5,7.99;
en,Return from the Ashes,16/11/1965,,105,105,The water warm... the champagne chilled... the music soft... then the daydream ends... and the nightmare begins!,8.5,7.99;
en,Kidco,13/04/1984,,105,105,It Really Happened!,7.1,6.99;
en,The Great Rupert,01/03/1950,,88,88,Christmas miracles do happen,7.6,7.99;
en,The Student Prince,15/06/1954,,107,107,In COLOR Gaiety!,8.5,7.99;
en,Never Let Go,01/01/1960,,90,90,Peter Sellers in a new and exciting role!,7.6,7.99;
"en,Sweeney!,14/01/1977,,89,89,""The roughest, toughest men from London's greatest crime squad smash their way onto the big screen!"",7.2,6.99";
en,The Little Hut,03/05/1957,,90,90,A neglected wife is shipwrecked on a desert island with her husband and her would-be lover.,10,9.99;
en,Duffy,16/09/1968,,101,101,Who Says Piracy is Obsolete Entertainment?,8,7.99;
"en,The Court-Martial of Jackie Robinson,15/10/1990,,100,100,""Even before he crossed baseball's color barrier, his field of dreams was a nightmare."",10,9.99";
en,Lad: A Dog,02/06/1962,,98,98,Here At Last for the Countless Millions Who Have Thrilled to It,8,7.99;
en,Those Calloways,28/01/1965,,131,131,They dared to dream the impossible!,7.3,6.99;
en,The Harmony Game,11/02/2011,,72,72,The Making of Bridge Over Troulbled Water,8,7.99;
en,The Pacific,15/03/2010,,540,540,Hell was an ocean away,7.9,7.99;
"en,1000 Journals,01/11/2007,,88,88,""In the summer of 2000, a graphic designer from San Francisco, California, who calls himself Someguy, launched 1000 blank journals into the world. One came back. Where are the other 999?"",8,7.99";
en,Art and Craft,19/09/2014,,90,90,He puts the artist in con artist.,7.1,6.99;
"en,Brooklyn,20/10/2015,,111,111,""Two countries, two loves, one heart"",7.2,6.99";
en,The End of the Tour,31/07/2015,,106,106,Imagine the greatest conversation you've ever had.,7.3,6.99;
"en,The Mask You Live In,01/01/2015,,88,88,""Is american masculinity harming our boys, men and society at large?"",8.7,8.99";
en,Prophet's Prey,01/08/2015,,88,88,By the disgrace of God...,7.3,6.99;
"en,""What Happened, Miss Simone?"",22/01/2015,,101,101,Her story. Her voice.,7.7,7.99";
en,Dope,19/06/2015,,103,103,It's hard out here for a geek.,7.2,6.99;
en,Me and Earl and the Dying Girl,12/06/2015,,105,105,A Little Friendship Never Killed Anyone.,7.7,7.99;
en,Saturday Night,02/05/2010,,90,90,The Making Of An Episode Of Saturday Night Live,7.2,6.99;
en,Jim Jefferies: BARE,29/08/2014,,76,76,You can't unsee this,7.7,7.99;
en,The Hateful Eight,25/12/2015,,167,167,No one comes up here without a damn good reason.,7.6,7.99;
en,Poliziotto sprint,19/10/1977,,96,96,Truckloads of explosive action!,7.5,7.99;
en,We Cause Scenes,08/01/2014,,86,86,The Rise of Improv Everywhere,7.8,7.99;
en,Artifact,14/09/2012,,105,105,Sometimes we must fight in order to be free.,7.6,7.99;
en,Closure,01/12/2013,,76,76,A documentary about adoption.,8,7.99;
"en,Mike Birbiglia: My Girlfriend's Boyfriend,22/08/2013,,75,75,""In the end, everyone makes out."",8.1,7.99";
en,The High Sign,18/04/1921,,21,21,What A Predicament!,7.2,6.99;
en,A Reflection of Fear,12/02/1973,,89,89,A cry in the night... A gasp in the dark...,8,7.99;
en,Camp,22/02/2013,,111,111,Hope is found in unexpected places.,7.5,7.99;
en,Merchants of Doubt,08/11/2014,,96,96,How a handful of scientists obscured the truth on issues from tobacco smoke to global warming.,7.5,7.99;
en,George Carlin: It's Bad for Ya!,01/03/2008,,70,70,Let's cut the crap.,8.1,7.99;
"en,""McFarland, USA"",20/02/2015,,128,128,Champions Can Come From Anywhere.,7.4,6.99";
en,Melody,28/03/1971,,103,103,A tender love story for everyone who was ever ten years old.,7.4,6.99;
en,The Linguists,17/01/2008,,64,64,David and Greg will circle the planet to hear the last whispers of a dying language.,8,7.99;
en,Baby Snakes,21/12/1979,,166,166,A movie about people who do stuff that is not normal,8.3,7.99;
en,Sitting Target,19/06/1972,,93,93,The Hit Man never stops till he scores.,7.2,6.99;
en,The Amazing Screw-On Head,20/08/2006,,22,22,Put the screw to villainy.,8,7.99;
en,Shark Kill,20/05/1976,,76,76,Blood Red Waters on a Moonlit Night,10,9.99;
en,Furious 7,01/04/2015,,137,137,Vengeance Hits Home,7.3,6.99;
"en,Midnight Ride,01/01/1990,,93,93,""Somewhere round the next bend, lies the road to terror"",8,7.99";
"en,Julie Darling,01/03/1983,,100,100,""She's sweet, sixteen, and she simply loves her daddy..... she'll slaughter you if you love him too."",8,7.99";
en,George Carlin: Life Is Worth Losing,05/11/2005,,74,74,Some look at life on the bright side. He prefers the grave side.,8.1,7.99;
en,Somebody Killed Her Husband,29/09/1978,,97,97,Is this any way to begin a love affair?,7.5,7.99;
en,Terror at the Mall,15/09/2014,,60,60,Terrorism Meets Heroism,8,7.99;
en,The Jinx: The Life and Deaths of Robert Durst,08/02/2015,,240,240,Four Decades. Three Murders. And One Very Rich Suspect.,8.6,8.99;
en,Woman in Gold,10/04/2015,,120,120,Justice is priceless.,7.3,6.99;
"en,Sole Survivor,01/12/1983,,85,85,""This woman has cheated death. Now, Death wants to even the score."",7.3,6.99";
en,Rafferty and the Gold Dust Twins,02/02/1975,,91,91,Rafferty wasn't going anywhere anyway.,8,7.99;
en,Nobody's Perfect,02/02/1990,,90,90,The new girl on the tennis team has real balls.,7.3,6.99;
en,Cash McCall,27/01/1960,,102,102,High finance and high romance are about to merge.,7.5,7.99;
"en,One Night Only,06/01/1986,,87,87,""What fantasy could be worth $50,000?"",10,9.99";
"en,Crooks and Coronets,02/04/1969,,106,106,""The caper could get $5,000,000. All these American hoods had to do was knock off the nice old lady in World War I flying garb, the eccentric gentleman with the crossbow and the man-eating lion."",10,9.99";
en,Ballerina,31/08/2006,,77,77,An intimate portrait of five ballerinas from the Kirov.,8,7.99;
en,And the Oscar Goes To...,02/02/2014,,100,100,The Ultimate Insiders Look Into The Academy Awards,7.1,6.99;
en,Say Nothing,01/08/2001,,94,94,Think Fatal Attraction … in reverse!,9,8.99;
en,Man from Del Rio,30/10/1956,,82,82,OUTCAST WITH A GUN!,7.1,6.99;
en,Muito Além do Peso,01/09/2012,,83,83,Health,8,7.99;
en,The Longest Ride,09/04/2015,,128,128,Two couples. Two love stories. One epic tale.,7.3,6.99;
en,Lage Raho Munna Bhai,01/01/2006,,144,144,They're back... and they're not alone!,7.6,7.99;
en,Ship of Theseus,06/09/2012,,143,143,How do you know where you end and where your environment begins?,7.4,6.99;
en,Antarctica: A Year on Ice,05/09/2013,,92,92,Step Outside The Box,7.2,6.99;
en,The Age of Adaline,16/04/2015,,112,112,Love is timeless.,7.4,6.99;
en,Sinatra: All or Nothing at All,05/04/2015,,240,240,The Songs He Chose Tell The Story Of His Life,7.1,6.99;
en,A Girl Like Her,27/03/2015,,91,91,Everybody's dreamgirl. One girl's nightmare.,7.2,6.99;
en,Winning Time: Reggie Miller vs. The New York Knicks,14/03/2010,,68,68,Was it winning he loved or beating New York?,8.2,7.99;
en,Bad Boys,17/04/2014,,100,100,Sometimes you gotta be bad to be good,9.5,9.99;
en,GMO OMG,13/09/2013,,90,90,Is this the end of real food?,7.4,6.99;
en,The Velveteen Rabbit,01/01/2009,,97,97,All You Need to Do is Believe.,7.8,7.99;
en,Testament of Youth,14/10/2014,,129,129,Divided by war. United by love.,7.2,6.99;
en,Girl Rising,07/03/2013,,101,101,One Girl with Courage is a Revolution,7.1,6.99;
en,Call + Response,10/10/2008,,86,86,A FILM ABOUT THE WORLD'S 27 MILLION MOST TERRIFYING SECRETS.,8,7.99;
en,One Little Pill,01/10/2014,,52,52,One Little Pill is a documentary film about the Sinclair Method for treating alcoholics.,9,8.99;
en,Pump!,19/09/2014,,88,88,Under this hood is the solution to our oil adddiction... but someone wants to keep it a secret.,7.8,7.99;
en,Cocaine Cowboys: Reloaded,08/04/2014,,152,152,How Miami became the cocaine capital of the United States!,7.3,6.99;
en,Resistance,01/01/2015,,72,72,NOT ALL GERMS ARE CREATED EQUAL.,7.2,6.99;
en,Ethos,01/01/2011,,72,72,You are the solution,7.1,6.99;
en,Carol,20/11/2015,,118,118,Some people change your life forever.,7.3,6.99;
en,The Mars Underground,09/05/2007,,52,52,Pioneers for the Next World,7.1,6.99;
en,The Martian,30/09/2015,,141,141,Bring Him Home,7.6,7.99;
en,Road,11/06/2014,,102,102,Brothers addicted to speed. At any price.,7.7,7.99;
en,Kung Fury,22/05/2015,,31,31,It takes a cop from the future to fight an enemy from the past.,7.6,7.99;
en,Child's Play,12/12/1972,,100,100,You only lose once.,7.3,6.99;
en,Don't Knock The Rock,14/12/1956,,84,84,Rock'N'Roll Will Save The Day!,7.5,7.99;
en,Yield to the Night,19/06/1956,,99,99,The Man-By-Man Story of a Lost Soul!,8,7.99;
en,Streetwise,07/12/1984,,91,91,The streets - your only chance for life.,8.3,7.99;
en,The Impossible Years,05/12/1968,,92,92,The Battle of the Ages!,8.3,7.99;
en,To Trap a Spy,01/01/1964,,92,92,Your Favorite UNCLEs Have a Date With Danger!,8,7.99;
"en,Backyard Dogs,20/11/2001,,96,96,""For the fame and the fortune, they'll fight like dogs"",10,9.99";
en,Inside Out,09/06/2015,,94,94,Meet the little voices inside your head.,7.9,7.99;
"en,Love & Mercy,29/05/2015,,120,120,""The Life, Love and Genius of Brian Wilson"",7.3,6.99";
en,Fantastic Beasts and Where to Find Them,16/11/2016,,133,133,From J.K. Rowling's wizarding world.,7.2,6.99;
en,Got the Facts on Milk?,30/08/2011,,88,88,A Little Different than What the Dairy Industry Tells You,8.3,7.99;
"en,Jig,30/11/2011,,0,0,""...to win, they must be foot perfect!"",8,7.99";
en,Hells Angels Forever,09/10/1983,,0,0,The true story of an American Phenomenon,9.5,9.99;
en,Bruce Lee: A Warrior's Journey,22/10/2000,,100,100,You know the legend. Now meet the man.,7.3,6.99;
en,The Great Impostor,01/03/1961,,113,113,Will the Real Fred Demara Please Stand Up??,7.5,7.99;
en,Pardners,01/08/1956,,90,90,You'll Ride With 'Em! Shoot With 'Em! Laugh With 'Em! In The Biggest Bestest Funniest Most Musical Western Yet!,7.2,6.99;
en,The Best of Enemies,26/10/1961,,104,104,One of the great comedies of all time!,7.3,6.99;
en,Mortal Kombat: The Journey Begins,28/08/1995,,54,54,Get Tough. Get Mean. Get Ready.,10,9.99;
en,Scooby-Doo! Mask of the Blue Falcon,15/12/2012,,78,78,Scooby-Doo Foils A Comic Cook Baddie!,7.1,6.99;
en,Jeff Ross Roasts America,11/08/2012,,60,60,Remember this is completely voluntary.,7.5,7.99;
en,Kevin Hart: Laugh at My Pain,09/09/2011,,89,89,Alright! Alright! Alright!,7.7,7.99;
en,One Froggy Evening,30/12/1955,,7,7,My kind of frog!,7.8,7.99;
en,Mickey's Christmas Carol,19/10/1983,,26,26,He's back! Mickey Mouse - in his first new motion picture in 30 years,7.6,7.99;
en,Faith of Our Fathers,01/07/2015,,96,96,A story of fatherhood. A journey of brotherhood.,8.7,8.99;
en,Rhymes for Young Ghouls,09/09/2013,,86,86,Growing up means getting even.,7.4,6.99;
en,White Lion,19/02/2010,,93,93,Home is a Journey,7.2,6.99;
en,Sierra Leone's Refugee All Stars,14/08/2007,,78,78,The story of a group of courageous musicians who form a band in a West African refugee camp to keep their hope alive.,7.3,6.99;
en,Amy,03/07/2015,,128,128,The girl behind the name.,7.5,7.99;
en,Common Law Cabin,01/07/1967,,70,70,Big Woman! Big Appetites! Big Trouble!,7.6,7.99;
en,Good Morning... and Goodbye!,01/11/1967,,80,80,...for those who measure success only in the hours before the morning light!,7.8,7.99;
en,The Man from U.N.C.L.E.,13/08/2015,,116,116,Saving the world never goes out of style.,7.1,6.99;
en,The Widowmaker,27/02/2015,,96,96,Watch this movie - it could save your life,7.3,6.99;
en,Feast,07/11/2014,,6,6,Pet is not just a pet,8,7.99;
"en,Sweet Revenge,06/06/1976,,90,90,""There's never been a girl so good at being bad. And now she's planning """"Sweet Revenge."""""",7.8,7.99";
en,The Dream Team,13/06/2012,,70,70,The Greatest Team Ever Assembled!,8.3,7.99;
"en,The Kreutzer Sonata,20/06/2008,,99,99,""Love Turns to Jealousy, Jealousy To Rage, Rage To Violence"",10,9.99";
"en,Small Potatoes: Who Killed the USFL?,20/10/2009,,53,53,""For three glorious years, football was 365"",7.4,6.99";
en,The U,12/12/2009,,53,53,In the '80s college football was hit by a hurricane,8.1,7.99;
en,Pony Excess,11/12/2010,,53,53,A dynasty lost in sudden death.,7.6,7.99;
en,Elway To Marino,23/04/2013,,79,79,It is The Draft That Changed Everything.,8.3,7.99;
en,Afro Samurai,04/01/2007,,125,125,Nothing personal. It's just revenge.,7.3,6.99;
"en,The Revenant,25/12/2015,,156,156,""(n. One who has returned, as if from the dead.)"",7.3,6.99";
en,One Minute Time Machine,29/03/2014,,6,6,It's about him. It's about her. It's about time.,8.2,7.99;
en,The True Cost,29/05/2015,,92,92,Who Pays the Price for Our Clothing?,7.7,7.99;
en,Southpaw,15/06/2015,,123,123,Believe in Hope.,7.3,6.99;
en,Sicario,17/09/2015,,121,121,The border is just another line to cross.,7.2,6.99;
"en,The Crisis of Civilization,27/03/2012,,82,82,""Aware, Alert, Alive!"",8.3,7.99";
en,Venetian Bird,01/10/1952,,94,94,Behind Her Lush Beauty Lurked,8,7.99;
en,Best of Enemies,31/07/2015,,87,87,Buckley vs. Vidal. 2 Men. 10 Debates. Television Would Never Be The Same.,7.2,6.99;
en,Colonia,18/02/2016,,120,120,There is no turning back,7.4,6.99;
en,Russian Terminator,12/12/1989,,87,87,The Ninja Mission Continued...,8,7.99;
"en,""Video Nasties: Moral Panic, Censorship & Videotape"",30/08/2010,,72,72,72 films that changed Britain forever.,7.2,6.99";
en,The Intern,24/09/2015,,121,121,Experience never gets old,7.1,6.99;
"en,Chelsea Handler Uganda Be Kidding Me Live,10/10/2014,,71,71,""I've decided to go on tour and support my new book, Uganda Be Kidding Me. I think we all know how much I love the sound of my own voice!"",7.1,6.99";
en,The Paw Project,27/09/2013,,58,58,A story about the fight for those who have no voice.,10,9.99;
en,Room,16/10/2015,,117,117,Love knows no boundaries,8.1,7.99;
en,Last Cab to Darwin,06/08/2015,,124,124,It's never too late to start living.,7.5,7.99;
en,Bill Cosby: Far From Finished,23/11/2013,,95,95,If you think chocolate is just candy... think again.,7.4,6.99;
en,Sting of the Black Scorpion,06/11/2002,,84,84,FEEL HER STING,8,7.99;
"en,""Family Guy Presents: Something, Something, Something, Dark Side"",17/10/2009,,44,44,""Something, Something, Something, Dark Side"",7.2,6.99";
en,Fatal Bond,28/10/1991,,89,89,It was a one-night stand that became a Fatal Bond.,7.5,7.99;
en,Sakura Killers,01/01/1987,,86,86,Evil Ninjas. Traitors to their art. Who will stop them and the deadly power they hold?,7.5,7.99;
en,Straight Outta Compton,13/08/2015,,147,147,The Story of N.W.A.,7.7,7.99;
en,The Lost Room,09/12/2006,,270,270,Some doors are better left closed.,7.8,7.99;
en,Pardon My Past,24/12/1945,,88,88,It's the promise of a rare good time!,7.5,7.99;
"en,Truck Turner,19/04/1974,,91,91,""Black, bold and bloody mean!"",7.2,6.99";
en,Next Goal Wins,25/04/2014,,97,97,Without A Win. But Never Without Hope.,7.5,7.99;
en,Being Evel,23/01/2015,,100,100,Risk everything. Regret nothing.,7.1,6.99;
"en,Who's Minding The Mint?,26/09/1967,,97,97,""With a cast of thousands - in hundreds, tens and singles!"",8.3,7.99";
en,Suffragette,16/10/2015,,106,106,Mothers. Daughters. Rebels.,7.1,6.99;
en,Vanishing of the Bees,09/10/2009,,96,96,A documentary for anyone who likes to eat.,7.3,6.99;
en,The Outcasts,14/04/2017,,95,95,Let the battle for high school begin.,7.1,6.99;
en,The Danish Girl,27/11/2015,,120,120,Find the courage to be yourself.,7.4,6.99;
en,Beasts of No Nation,11/09/2015,,137,137,Child. Captive. Killer.,7.6,7.99;
en,Hot Wheels Acceleracers: Ignition,08/01/2005,,60,60,Drive to Survive!,7.7,7.99;
en,Zid,28/11/2014,,128,128,Come Play With Fire,7.5,7.99;
en,Listen to Me Marlon,29/07/2015,,103,103,Intimate. Explicit. Uninhibited.,7.1,6.99;
en,Snowdens Store Flugt,12/01/2015,,58,58,Big brother is watching you,8.7,8.99;
en,The First Olympics: Athens 1896,20/05/1984,,237,237,Let the Games Begin,9,8.99;
en,Spotlight,06/11/2015,,128,128,Break the story. Break the silence.,7.8,7.99;
en,Viva,08/11/2015,,100,100,Find your voice,7.4,6.99;
en,Island of Love,12/06/1963,,113,113,It's the Place Where They Invented It!,7.5,7.99;
en,Full Out,11/09/2015,,94,94,Sometimes You Have to Fall Before You Fly,7.1,6.99;
en,A Horse for Summer,06/01/2015,,96,96,How can you find Faith when you don't believe in yourself?,8,7.99;
en,Dream Deceivers: The Story Behind James Vance vs. Judas Priest,06/08/1992,,61,61,Heavy Metal Goes On Trial,10,9.99;
en,Freeheld,02/10/2015,,103,103,A true story of love and injustice.,7.1,6.99;
en,The Little Prince,29/07/2015,,92,92,Growing up isn't the problem... forgetting is.,7.6,7.99;
en,If You Build It,10/01/2014,,85,85,Two teachers. Ten students. One epic homework assignment.,7.1,6.99;
en,Wonder Woman,30/05/2017,,141,141,Power. Grace. Wisdom. Wonder.,7.2,6.99;
en,Glen Campbell: I'll Be Me,24/04/2014,,116,116,His music is legendary. His story is human.,7.1,6.99;
"en,Bridge of Spies,15/10/2015,,141,141,""In the shadow of war, one man showed the world what we stood for."",7.2,6.99";
en,Les Misérables in Concert - The 25th Anniversary,03/10/2010,,178,178,The Musical Event of a Lifetime,8,7.99;
en,If I Die Before I Wake,24/04/2001,,77,77,Don't ever forget to lock your doors!,7.5,7.99;
en,Where to Invade Next,23/12/2015,,120,120,Prepare to be liberated,7.3,6.99;
"en,The Take,17/06/2009,,173,173,""He's got family, he's got power, but he's got issues"",7.7,7.99";
"en,Salad Days,11/04/2015,,90,90,""A Decade of Punk in Washington, DC (1980-90)"",7.2,6.99";
en,TimeScapes,01/06/2012,,52,52,From the astronomy photographer of the year,7.4,6.99;
en,Peace Officer,16/09/2015,,109,109,We've Crossed The Line,7.6,7.99;
en,The Dead Zone,05/11/2002,,83,83,The reluctant psychic.,7.7,7.99;
en,Blondie Has Servant Trouble,25/07/1940,,72,72,No one can hold a candle to them...when it comes to uproarious...wholesome fun!,7.7,7.99;
en,No Place on Earth,10/09/2012,,81,81,An Incredible True Story of Strength and Survival,7.5,7.99;
"en,Miss You Already,12/09/2015,,112,112,""When life falls apart, friends keep it together"",7.3,6.99";
en,Unity,12/08/2015,,99,99,Human. Animal. Tree. Make the Connection.,8.4,7.99;
"en,The Day the '60s Died,28/04/2015,,56,56,""During an anti-war protest on May 4, 1970, four students are shot and killed at Kent State in Ohio."",7.5,7.99";
en,The Secret Life of Plants,09/12/1979,,95,95,An incredible world of beauty and terror with a haunting music score by Stevie Wonder.,8,7.99;
en,David,23/03/1997,,190,190,David,8.2,7.99;
en,Pedro,07/09/2008,,93,93,Pedro,8,7.99;
"en,Fathers and Daughters,01/10/2015,,116,116,""He wrote to her, about her, and for her."",7.2,6.99";
en,The Mad Doctor,21/01/1933,,7,7,Mickey to the Rescue!,7.5,7.99;
en,Trumbo,27/10/2015,,124,124,Are you now or have you ever been...,7.3,6.99;
en,Hymyjen maa,17/04/2015,,59,59,How far would you go to help your friend?,8,7.99;
en,Rubble Kings,19/06/2015,,71,71,Peace came from an unlikely place ... within.,7.1,6.99;
en,Living It Up,15/07/1954,,95,95,THEY'RE LAFFIN' IT UP!,7.8,7.99;
en,Homebodies,01/09/1974,,96,96,Do You Know Where Your Grandmother Is Tonight?,7.3,6.99;
en,Khamosh,01/01/1985,,102,102,Classic whodunit,7.5,7.99;
en,Khamoshi: The Musical,09/08/1996,,159,159,The Musical,7.6,7.99;
"en,Break Free,14/07/2014,,5,5,""A short film about gender roles, Trans, and what it is like to have an identity that deviates from the status quo."",8,7.99";
en,The Victors,22/11/1963,,175,175,A Shattering Entertainment Experience!,8.2,7.99;
en,Creed,25/11/2015,,133,133,Your legacy is more than a name,7.3,6.99;
en,Twinsters,17/07/2015,,90,90,Two lives. Changed forever. With just one click.,7.6,7.99;
en,A Dandy in Aspic,02/04/1968,,107,107,A Double Agent in Double Danger!,7.5,7.99;
en,Johnny 2.0,12/09/1998,,94,94,They can clone his body... but can they clone his soul?,7.5,7.99;
